"Nº pers","% HorTbjo","Casilla selección empleado a t","Porcentaje_HTrab"
352052,100,"No",100
352051,100,"No",100
352050,100,"No",100
352049,100,"No",100
352062,100,"No",100
352060,100,"No",100
352059,100,"No",100
352057,100,"No",100
352056,100,"No",100
352069,100,"No",100
352067,100,"No",100
352066,100,"No",100
352065,100,"No",100
352064,100,"No",100
352077,100,"No",100
352076,100,"No",100
352075,100,"No",100
352071,100,"No",100
352070,100,"No",100
352084,100,"No",100
352083,100,"No",100
352082,100,"No",100
352081,100,"No",100
352079,100,"No",100
352090,100,"No",100
352089,100,"No",100
352088,100,"No",100
352086,100,"No",100
352085,100,"No",100
352096,100,"No",100
352095,100,"No",100
352094,100,"No",100
352093,100,"No",100
352092,100,"No",100
352104,100,"No",100
352100,100,"No",100
352099,100,"No",100
352098,100,"No",100
352097,100,"No",100
352115,100,"No",100
352114,100,"No",100
352112,100,"No",100
352110,100,"No",100
352106,66.67,"Sí",67
352124,69.25,"Sí",69
352122,100,"No",100
352120,100,"No",100
352117,100,"No",100
352116,100,"No",100
352132,100,"No",100
352131,100,"No",100
352129,100,"No",100
352128,100,"No",100
352127,100,"No",100
352142,100,"No",100
352138,100,"No",100
352136,100,"No",100
352134,100,"No",100
352133,100,"No",100
352148,100,"No",100
352147,100,"No",100
352146,100,"No",100
352145,100,"No",100
352143,100,"No",100
352158,100,"No",100
352154,100,"No",100
352153,33.33,"Sí",33
352152,100,"No",100
352151,100,"No",100
352163,100,"No",100
352162,100,"No",100
352161,100,"No",100
352160,100,"No",100
352159,100,"No",100
352170,100,"No",100
352168,100,"No",100
352167,100,"No",100
352165,100,"No",100
352164,100,"No",100
352179,100,"No",100
352177,100,"No",100
352176,100,"No",100
352175,100,"No",100
352173,100,"No",100
352230,100,"No",100
352192,100,"No",100
352188,100,"No",100
352185,100,"No",100
352180,100,"No",100
352273,100,"No",100
352268,100,"No",100
352267,100,"No",100
352266,100,"No",100
352259,100,"No",100
352282,66.67,"Sí",67
352281,100,"No",100
352280,100,"No",100
352278,100,"No",100
352276,100,"No",100
352293,100,"No",100
352292,100,"No",100
352288,100,"No",100
352287,100,"No",100
352285,100,"No",100
352300,100,"No",100
352299,100,"No",100
352297,100,"No",100
352295,100,"No",100
352294,100,"No",100
352307,100,"No",100
352306,100,"No",100
352305,100,"No",100
352303,100,"No",100
352301,100,"No",100
352315,100,"No",100
352313,100,"No",100
352311,100,"No",100
352310,100,"No",100
352309,100,"No",100
352321,100,"No",100
352320,100,"No",100
352318,100,"No",100
352317,100,"No",100
352316,100,"No",100
352329,100,"No",100
352328,100,"No",100
352326,100,"No",100
352325,100,"No",100
352324,100,"No",100
352336,100,"No",100
352335,100,"No",100
352334,100,"No",100
352333,100,"No",100
352331,100,"No",100
352346,100,"No",100
352345,100,"No",100
352344,100,"No",100
352340,100,"No",100
352337,100,"No",100
352355,100,"No",100
352354,100,"No",100
352351,100,"No",100
352349,100,"No",100
352348,100,"No",100
352364,100,"No",100
352363,100,"No",100
352359,100,"No",100
352358,100,"No",100
352356,100,"No",100
352374,100,"No",100
352373,100,"No",100
352369,100,"No",100
352368,100,"No",100
352366,100,"No",100
352384,100,"No",100
352382,100,"No",100
352380,100,"No",100
352377,100,"No",100
352375,100,"No",100
352390,100,"No",100
352389,100,"No",100
352387,100,"No",100
352386,100,"No",100
352385,100,"No",100
352396,100,"No",100
352395,100,"No",100
352393,100,"No",100
352392,100,"No",100
352391,100,"No",100
352403,100,"No",100
352401,100,"No",100
352399,100,"No",100
352398,100,"No",100
352397,100,"No",100
352408,100,"No",100
352407,100,"No",100
352406,100,"No",100
352405,100,"No",100
352404,100,"No",100
352413,100,"No",100
352412,100,"No",100
352411,100,"No",100
352410,100,"No",100
352409,100,"No",100
352423,100,"No",100
352421,100,"No",100
352420,100,"No",100
352417,100,"No",100
352415,100,"No",100
352431,100,"No",100
352429,100,"No",100
352428,100,"No",100
352427,100,"No",100
352424,100,"No",100
352440,100,"No",100
352439,100,"No",100
352435,100,"No",100
352433,100,"No",100
352432,100,"No",100
352447,100,"No",100
352446,100,"No",100
352444,100,"No",100
352442,100,"No",100
352441,100,"No",100
352453,100,"No",100
352452,100,"No",100
352451,100,"No",100
352450,100,"No",100
352448,100,"No",100
352461,100,"No",100
352459,100,"No",100
352457,100,"No",100
352455,100,"No",100
352454,100,"No",100
352467,100,"No",100
352466,100,"No",100
352464,100,"No",100
352463,100,"No",100
352462,100,"No",100
352476,100,"No",100
352473,100,"No",100
352471,100,"No",100
352469,100,"No",100
352468,100,"No",100
352485,100,"No",100
352484,100,"No",100
352481,100,"No",100
352479,100,"No",100
352478,100,"No",100
352492,100,"No",100
352491,100,"No",100
352490,100,"No",100
352488,100,"No",100
352487,100,"No",100
352500,100,"No",100
352498,100,"No",100
352496,100,"No",100
352495,100,"No",100
352494,100,"No",100
352511,100,"No",100
352510,100,"No",100
352508,100,"No",100
352506,100,"No",100
352502,100,"No",100
352516,100,"No",100
352515,100,"No",100
352514,100,"No",100
352513,100,"No",100
352512,100,"No",100
352521,100,"No",100
352520,100,"No",100
352519,100,"No",100
352518,100,"No",100
352517,100,"No",100
352529,100,"No",100
352527,100,"No",100
352525,100,"No",100
352523,100,"No",100
352522,100,"No",100
352536,100,"No",100
352534,100,"No",100
352533,100,"No",100
352532,100,"No",100
352531,100,"No",100
352542,100,"No",100
352541,100,"No",100
352540,100,"No",100
352539,100,"No",100
352537,100,"No",100
352551,100,"No",100
352549,100,"No",100
352548,100,"No",100
352547,100,"No",100
352543,100,"No",100
352559,100,"No",100
352558,100,"No",100
352557,100,"No",100
352556,100,"No",100
352552,100,"No",100
352565,100,"No",100
352564,100,"No",100
352563,100,"No",100
352562,100,"No",100
352560,100,"No",100
352570,100,"No",100
352569,66.71,"Sí",67
352568,100,"No",100
352567,100,"No",100
352566,100,"No",100
352576,100,"No",100
352574,100,"No",100
352573,100,"No",100
352572,100,"No",100
352571,100,"No",100
352583,100,"No",100
352582,100,"No",100
352581,100,"No",100
352579,100,"No",100
352577,100,"No",100
352589,100,"No",100
352587,100,"No",100
352586,100,"No",100
352585,100,"No",100
352584,100,"No",100
352595,100,"No",100
352593,100,"No",100
352592,66.71,"Sí",67
352591,100,"No",100
352590,100,"No",100
352601,100,"No",100
352600,100,"No",100
352599,100,"No",100
352598,100,"No",100
352596,100,"No",100
352607,100,"No",100
352606,100,"No",100
352605,100,"No",100
352604,100,"No",100
352602,100,"No",100
352616,100,"No",100
352614,100,"No",100
352613,100,"No",100
352612,100,"No",100
352610,50,"Sí",50
352621,100,"No",100
352620,100,"No",100
352619,100,"No",100
352618,100,"No",100
352617,100,"No",100
352628,100,"No",100
352627,100,"No",100
352625,100,"No",100
352623,100,"No",100
352622,100,"No",100
352636,100,"No",100
352635,100,"No",100
352634,100,"No",100
352633,100,"No",100
352631,100,"No",100
352645,100,"No",100
352644,100,"No",100
352642,100,"No",100
352640,100,"No",100
352638,100,"No",100
352650,100,"No",100
352649,100,"No",100
352648,100,"No",100
352647,100,"No",100
352646,100,"No",100
352656,50,"Sí",50
352655,100,"No",100
352654,100,"No",100
352653,100,"No",100
352651,100,"No",100
352662,100,"No",100
352661,100,"No",100
352660,100,"No",100
352659,100,"No",100
352658,100,"No",100
352672,100,"No",100
352671,100,"No",100
352670,100,"No",100
352668,100,"No",100
352664,100,"No",100
352679,100,"No",100
352677,100,"No",100
352675,100,"No",100
352674,100,"No",100
352673,100,"No",100
352686,100,"No",100
352685,100,"No",100
352682,100,"No",100
352681,100,"No",100
352680,100,"No",100
352692,100,"No",100
352691,100,"No",100
352690,100,"No",100
352689,100,"No",100
352687,100,"No",100
352699,100,"No",100
352698,50,"Sí",50
352697,100,"No",100
352694,100,"No",100
352693,100,"No",100
352708,100,"No",100
352704,100,"No",100
352703,100,"No",100
352701,100,"No",100
352700,33.33,"Sí",33
352716,100,"No",100
352715,100,"No",100
352714,100,"No",100
352713,100,"No",100
352712,100,"No",100
352722,100,"No",100
352721,100,"No",100
352720,100,"No",100
352719,100,"No",100
352718,100,"No",100
352734,100,"No",100
352733,100,"No",100
352730,100,"No",100
352725,100,"No",100
352723,100,"No",100
352740,100,"No",100
352739,100,"No",100
352737,100,"No",100
352736,100,"No",100
352735,100,"No",100
352749,100,"No",100
352747,100,"No",100
352746,100,"No",100
352744,100,"No",100
352743,100,"No",100
352763,100,"No",100
352761,100,"No",100
352760,100,"No",100
352756,100,"No",100
352754,100,"No",100
352778,100,"No",100
352777,100,"No",100
352776,100,"No",100
352772,100,"No",100
352770,100,"No",100
352788,100,"No",100
352784,100,"No",100
352782,100,"No",100
352781,100,"No",100
352780,100,"No",100
352796,100,"No",100
352795,100,"No",100
352794,100,"No",100
352793,100,"No",100
352791,100,"No",100
352803,100,"No",100
352802,100,"No",100
352801,100,"No",100
352800,100,"No",100
352799,100,"No",100
352815,100,"No",100
352811,100,"No",100
352809,100,"No",100
352808,100,"No",100
352806,100,"No",100
352828,100,"No",100
352825,100,"No",100
352822,100,"No",100
352819,100,"No",100
352816,100,"No",100
352842,100,"No",100
352838,100,"No",100
352837,100,"No",100
352832,100,"No",100
352831,100,"No",100
352852,100,"No",100
352849,100,"No",100
352848,100,"No",100
352847,100,"No",100
352843,100,"No",100
352861,100,"No",100
352860,100,"No",100
352859,100,"No",100
352854,100,"No",100
352853,100,"No",100
352871,100,"No",100
352870,100,"No",100
352869,100,"No",100
352865,100,"No",100
352863,100,"No",100
353189,100,"No",100
353188,100,"No",100
353186,100,"No",100
353177,100,"No",100
353166,100,"No",100
353196,100,"No",100
353194,100,"No",100
353193,100,"No",100
353191,100,"No",100
353190,100,"No",100
353202,100,"No",100
353201,100,"No",100
353200,100,"No",100
353199,100,"No",100
353198,100,"No",100
353208,100,"No",100
353207,100,"No",100
353206,100,"No",100
353205,100,"No",100
353204,100,"No",100
353214,100,"No",100
353213,100,"No",100
353212,100,"No",100
353211,100,"No",100
353209,100,"No",100
353221,100,"No",100
353219,100,"No",100
353217,100,"No",100
353216,100,"No",100
353215,100,"No",100
353230,100,"No",100
353229,100,"No",100
353228,100,"No",100
353225,100,"No",100
353224,100,"No",100
353238,100,"No",100
353234,100,"No",100
353233,100,"No",100
353232,100,"No",100
353231,100,"No",100
353243,100,"No",100
353242,100,"No",100
353241,100,"No",100
353240,100,"No",100
353239,100,"No",100
353250,100,"No",100
353249,100,"No",100
353248,100,"No",100
353247,100,"No",100
353244,33.33,"Sí",33
353255,100,"No",100
353254,100,"No",100
353253,100,"No",100
353252,100,"No",100
353251,100,"No",100
353262,100,"No",100
353261,100,"No",100
353259,100,"No",100
353258,100,"No",100
353257,100,"No",100
353267,100,"No",100
353266,100,"No",100
353265,100,"No",100
353264,100,"No",100
353263,100,"No",100
353277,100,"No",100
353276,100,"No",100
353274,100,"No",100
353273,100,"No",100
353272,100,"No",100
353286,100,"No",100
353285,100,"No",100
353284,100,"No",100
353282,100,"No",100
353279,100,"No",100
353291,100,"No",100
353290,100,"No",100
353289,100,"No",100
353288,100,"No",100
353287,100,"No",100
353297,100,"No",100
353295,33.33,"Sí",33
353294,100,"No",100
353293,100,"No",100
353292,100,"No",100
353304,100,"No",100
353302,100,"No",100
353301,100,"No",100
353300,100,"No",100
353299,100,"No",100
353311,100,"No",100
353310,100,"No",100
353309,100,"No",100
353308,100,"No",100
353307,100,"No",100
353325,66.71,"Sí",67
353321,100,"No",100
353320,100,"No",100
353314,100,"No",100
353312,100,"No",100
353335,100,"No",100
353334,100,"No",100
353333,50,"Sí",50
353331,100,"No",100
353329,100,"No",100
353346,85.71,"Sí",86
353342,100,"No",100
353340,100,"No",100
353339,100,"No",100
353337,100,"No",100
353354,100,"No",100
353353,100,"No",100
353352,100,"No",100
353350,85.71,"Sí",86
353349,100,"No",100
353359,100,"No",100
353358,100,"Sí",100
353357,100,"No",100
353356,50,"Sí",50
353355,100,"No",100
353365,100,"No",100
353364,100,"No",100
353363,100,"No",100
353361,92.86,"Sí",93
353360,50,"Sí",50
353375,100,"No",100
353373,50,"Sí",50
353370,100,"No",100
353368,100,"No",100
353367,100,"No",100
353385,100,"No",100
353384,100,"No",100
353383,100,"No",100
353382,100,"No",100
353380,71.43,"Sí",71
353392,50,"Sí",50
353390,100,"No",100
353389,100,"No",100
353387,100,"No",100
353386,100,"No",100
353401,71.43,"Sí",71
353398,100,"No",100
353395,100,"No",100
353394,100,"No",100
353393,100,"No",100
353413,100,"No",100
353411,33.33,"Sí",33
353407,100,"No",100
353406,100,"No",100
353405,28.57,"Sí",29
353422,100,"No",100
353420,100,"No",100
353417,100,"No",100
353416,66.71,"Sí",67
353415,100,"No",100
353431,50,"Sí",50
353430,100,"No",100
353429,100,"No",100
353428,100,"No",100
353424,100,"No",100
353441,100,"No",100
353438,100,"No",100
353436,100,"No",100
353435,100,"No",100
353434,100,"No",100
353450,100,"No",100
353448,100,"No",100
353446,100,"No",100
353445,100,"No",100
353444,100,"No",100
353490,100,"No",100
353454,100,"No",100
353453,100,"No",100
353452,100,"No",100
353451,100,"No",100
353518,100,"No",100
353513,100,"No",100
353511,100,"No",100
353495,100,"No",100
353494,100,"No",100
353527,100,"No",100
353526,100,"No",100
353524,100,"No",100
353523,100,"No",100
353520,100,"No",100
353535,100,"No",100
353532,100,"No",100
353531,100,"No",100
353529,90,"Sí",90
353528,100,"No",100
353548,100,"No",100
353545,100,"No",100
353543,100,"No",100
353539,100,"No",100
353536,100,"No",100
353553,100,"No",100
353552,100,"No",100
353551,100,"No",100
353550,100,"No",100
353549,100,"No",100
353560,100,"No",100
353559,100,"No",100
353558,100,"No",100
353557,100,"No",100
353555,100,"No",100
353571,100,"No",100
353568,100,"No",100
353567,100,"No",100
353564,100,"No",100
353563,100,"No",100
353577,100,"No",100
353576,100,"No",100
353575,100,"No",100
353574,100,"No",100
353573,100,"No",100
353585,100,"No",100
353583,100,"No",100
353582,100,"No",100
353580,100,"No",100
353579,100,"No",100
353592,100,"No",100
353591,100,"No",100
353590,100,"No",100
353588,100,"No",100
353587,100,"No",100
353598,100,"No",100
353596,100,"No",100
353595,100,"No",100
353594,100,"No",100
353593,100,"No",100
353604,100,"No",100
353603,100,"No",100
353602,100,"No",100
353600,100,"No",100
353599,100,"No",100
353609,100,"No",100
353608,100,"No",100
353607,100,"No",100
353606,100,"No",100
353605,100,"No",100
353616,100,"No",100
353615,100,"No",100
353614,100,"No",100
353613,100,"No",100
353610,100,"No",100
353621,100,"No",100
353620,100,"No",100
353619,50,"Sí",50
353618,100,"No",100
353617,100,"No",100
353627,100,"No",100
353626,100,"No",100
353625,100,"No",100
353624,100,"No",100
353623,100,"No",100
353634,100,"No",100
353633,100,"No",100
353632,100,"No",100
353631,100,"No",100
353629,100,"No",100
353641,100,"No",100
353639,100,"No",100
353638,28.57,"Sí",29
353636,100,"No",100
353635,100,"No",100
353647,100,"No",100
353646,100,"No",100
353645,100,"No",100
353644,100,"No",100
353643,100,"No",100
353653,100,"No",100
353652,100,"No",100
353651,100,"No",100
353650,100,"No",100
353648,100,"No",100
353659,100,"No",100
353658,100,"No",100
353657,100,"No",100
353656,50,"Sí",50
353654,100,"No",100
353668,100,"No",100
353666,100,"No",100
353665,100,"No",100
353664,100,"No",100
353663,100,"No",100
353676,100,"No",100
353674,100,"No",100
353673,100,"No",100
353672,100,"No",100
353669,100,"No",100
353681,100,"No",100
353680,100,"No",100
353679,100,"No",100
353678,100,"No",100
353677,100,"No",100
353695,100,"No",100
353694,100,"No",100
353691,100,"No",100
353689,100,"No",100
353687,100,"No",100
353702,100,"No",100
353701,100,"No",100
353700,100,"No",100
353699,100,"No",100
353696,100,"No",100
353710,100,"No",100
353709,100,"No",100
353708,100,"No",100
353705,100,"No",100
353703,100,"No",100
353720,100,"No",100
353715,100,"No",100
353714,100,"No",100
353712,100,"No",100
353711,100,"No",100
353731,100,"No",100
353730,100,"No",100
353725,100,"No",100
353723,100,"No",100
353722,100,"No",100
353738,100,"No",100
353737,100,"No",100
353736,100,"No",100
353735,100,"No",100
353733,100,"No",100
353746,100,"No",100
353744,100,"No",100
353743,100,"No",100
353740,100,"No",100
353739,100,"No",100
353754,100,"No",100
353752,100,"No",100
353751,100,"No",100
353749,100,"No",100
353747,100,"No",100
353761,100,"No",100
353760,100,"No",100
353759,100,"No",100
353758,100,"No",100
353757,100,"No",100
353770,100,"No",100
353769,100,"No",100
353767,100,"No",100
353766,100,"No",100
353762,100,"No",100
353778,100,"No",100
353776,100,"Sí",100
353774,100,"No",100
353773,100,"No",100
353771,100,"No",100
353784,100,"No",100
353782,100,"No",100
353781,100,"No",100
353780,100,"No",100
353779,100,"No",100
353792,100,"No",100
353791,100,"No",100
353788,100,"No",100
353787,100,"No",100
353786,100,"No",100
353798,100,"No",100
353797,100,"No",100
353796,100,"No",100
353795,100,"No",100
353793,100,"No",100
353809,100,"No",100
353807,100,"No",100
353806,100,"No",100
353805,100,"No",100
353802,100,"No",100
353816,100,"No",100
353814,100,"No",100
353813,100,"No",100
353812,100,"No",100
353810,100,"No",100
353828,100,"No",100
353821,100,"No",100
353819,100,"No",100
353818,100,"No",100
353817,100,"No",100
353837,100,"No",100
353836,100,"No",100
353835,100,"No",100
353834,100,"No",100
353831,100,"No",100
353850,100,"No",100
353848,100,"No",100
353847,100,"No",100
353841,100,"No",100
353839,100,"No",100
353859,100,"No",100
353857,100,"No",100
353853,100,"No",100
353852,100,"No",100
353851,100,"No",100
353872,100,"No",100
353868,100,"No",100
353867,100,"No",100
353866,100,"No",100
353860,100,"No",100
353885,100,"No",100
353879,100,"No",100
353876,100,"No",100
353875,100,"No",100
353874,100,"No",100
353895,100,"No",100
353894,100,"No",100
353890,100,"No",100
353888,100,"No",100
353886,100,"No",100
353903,100,"No",100
353901,100,"No",100
353899,100,"No",100
353898,100,"No",100
353896,100,"No",100
353909,100,"No",100
353907,100,"No",100
353906,100,"No",100
353905,100,"No",100
353904,100,"No",100
353918,100,"No",100
353915,100,"No",100
353914,100,"No",100
353913,100,"No",100
353910,100,"No",100
353932,100,"No",100
353931,100,"No",100
353926,100,"No",100
353924,100,"No",100
353922,100,"No",100
353943,100,"No",100
353940,100,"No",100
353937,100,"No",100
353936,100,"No",100
353933,100,"Sí",100
353954,100,"No",100
353953,100,"No",100
353948,100,"No",100
353946,100,"No",100
353944,100,"No",100
353962,100,"No",100
353960,100,"No",100
353959,50,"Sí",50
353958,100,"No",100
353956,50,"Sí",50
353967,100,"No",100
353966,100,"No",100
353965,100,"No",100
353964,100,"No",100
353963,100,"No",100
353975,100,"No",100
353972,100,"No",100
353971,100,"No",100
353970,100,"No",100
353968,100,"No",100
353991,100,"No",100
353990,100,"No",100
353981,100,"No",100
353977,100,"No",100
353976,100,"No",100
353997,100,"No",100
353996,100,"No",100
353994,100,"No",100
353993,100,"No",100
353992,100,"No",100
354002,100,"No",100
354001,100,"No",100
354000,100,"No",100
353999,66.67,"Sí",67
353998,66.67,"Sí",67
354011,100,"No",100
354010,100,"No",100
354008,100,"No",100
354006,100,"No",100
354004,100,"No",100
354022,100,"No",100
354018,100,"No",100
354017,100,"No",100
354016,100,"No",100
354013,100,"No",100
354031,100,"No",100
354029,100,"No",100
354027,100,"No",100
354025,100,"No",100
354023,100,"No",100
354046,100,"No",100
354044,100,"No",100
354036,66.71,"Sí",67
354033,100,"No",100
354032,100,"No",100
354056,100,"No",100
354053,100,"No",100
354052,100,"No",100
354050,100,"No",100
354048,100,"No",100
354067,100,"No",100
354061,100,"No",100
354059,100,"No",100
354058,100,"No",100
354057,100,"No",100
354077,100,"No",100
354074,100,"No",100
354073,100,"No",100
354070,100,"No",100
354068,100,"No",100
354088,100,"No",100
354084,100,"No",100
354082,50,"Sí",50
354081,100,"No",100
354078,100,"No",100
354108,100,"No",100
354102,100,"No",100
354099,100,"No",100
354094,100,"No",100
354089,100,"No",100
354117,33.33,"Sí",33
354116,50,"Sí",50
354114,100,"No",100
354113,100,"No",100
354112,100,"No",100
354129,100,"No",100
354125,100,"No",100
354121,100,"No",100
354119,100,"No",100
354118,50,"Sí",50
354139,100,"No",100
354137,50,"Sí",50
354133,100,"No",100
354132,100,"No",100
354130,100,"No",100
354153,100,"No",100
354152,100,"No",100
354148,100,"No",100
354144,100,"No",100
354142,100,"No",100
354161,100,"No",100
354160,100,"No",100
354158,100,"No",100
354156,33.33,"Sí",33
354154,80,"Sí",80
354167,100,"No",100
354165,100,"No",100
354164,100,"No",100
354163,100,"No",100
354162,100,"No",100
354182,100,"No",100
354181,100,"No",100
354180,100,"No",100
354171,100,"No",100
354168,50,"Sí",50
354192,48,"Sí",48
354190,100,"No",100
354188,100,"No",100
354185,100,"No",100
354184,100,"No",100
354201,100,"No",100
354200,100,"No",100
354198,100,"No",100
354196,100,"No",100
354193,50,"Sí",50
354209,100,"No",100
354207,100,"No",100
354205,33.33,"Sí",33
354204,100,"No",100
354202,100,"No",100
354215,100,"No",100
354214,100,"No",100
354213,100,"No",100
354212,50,"Sí",50
354211,100,"No",100
354224,100,"No",100
354223,28.57,"Sí",29
354222,100,"No",100
354217,100,"No",100
354216,100,"No",100
354234,100,"No",100
354232,100,"No",100
354230,50,"Sí",50
354228,100,"No",100
354226,33.33,"Sí",33
354240,100,"No",100
354239,100,"No",100
354238,100,"No",100
354236,100,"No",100
354235,100,"No",100
354256,100,"No",100
354252,33.33,"Sí",33
354251,100,"No",100
354249,100,"No",100
354246,100,"No",100
354401,100,"No",100
354386,100,"No",100
354383,100,"No",100
354262,100,"No",100
354258,100,"No",100
354464,100,"No",100
354441,100,"No",100
354426,100,"No",100
354405,100,"No",100
354403,100,"No",100
354498,100,"No",100
354490,100,"No",100
354488,100,"No",100
354484,100,"No",100
354472,100,"No",100
354544,100,"No",100
354523,100,"No",100
354521,100,"No",100
354515,100,"No",100
354504,100,"No",100
354581,100,"No",100
354580,100,"No",100
354576,100,"No",100
354573,100,"No",100
354553,100,"No",100
354615,100,"No",100
354614,100,"No",100
354602,100,"No",100
354588,100,"No",100
354587,100,"No",100
354625,100,"No",100
354619,100,"No",100
354618,100,"No",100
354617,100,"No",100
354616,100,"No",100
354637,100,"No",100
354635,100,"No",100
354634,100,"No",100
354631,100,"No",100
354629,100,"No",100
354652,100,"No",100
354649,100,"No",100
354643,100,"No",100
354641,100,"No",100
354639,100,"No",100
354661,90,"Sí",90
354660,100,"No",100
354658,100,"No",100
354656,100,"No",100
354654,100,"No",100
354673,100,"No",100
354672,100,"No",100
354671,100,"No",100
354667,100,"No",100
354665,100,"No",100
354680,100,"No",100
354678,100,"No",100
354677,100,"No",100
354675,100,"No",100
354674,100,"No",100
354686,100,"No",100
354685,100,"No",100
354684,100,"No",100
354683,100,"No",100
354681,100,"No",100
354699,90,"Sí",90
354692,100,"No",100
354689,100,"No",100
354688,100,"No",100
354687,100,"No",100
354711,100,"No",100
354709,100,"No",100
354708,100,"No",100
354702,100,"No",100
354700,100,"No",100
354721,100,"No",100
354720,100,"No",100
354719,100,"No",100
354717,100,"No",100
354713,100,"No",100
354727,100,"No",100
354726,100,"No",100
354725,100,"No",100
354724,100,"No",100
354723,100,"No",100
354733,100,"No",100
354731,100,"No",100
354730,100,"No",100
354729,100,"No",100
354728,100,"No",100
354743,100,"No",100
354742,100,"No",100
354738,100,"No",100
354736,100,"No",100
354734,100,"No",100
354755,100,"No",100
354754,100,"No",100
354751,100,"No",100
354747,100,"No",100
354744,100,"No",100
354762,100,"No",100
354761,100,"No",100
354760,100,"No",100
354758,100,"No",100
354756,100,"No",100
354770,100,"No",100
354768,100,"No",100
354767,100,"No",100
354765,100,"No",100
354763,100,"No",100
354776,100,"No",100
354775,100,"No",100
354773,100,"No",100
354772,100,"No",100
354771,100,"No",100
354783,100,"No",100
354782,100,"No",100
354781,100,"No",100
354780,100,"No",100
354777,100,"No",100
354789,100,"No",100
354788,100,"No",100
354786,100,"No",100
354785,100,"No",100
354784,100,"No",100
354797,100,"No",100
354796,100,"No",100
354793,100,"No",100
354791,100,"No",100
354790,100,"No",100
354803,100,"No",100
354802,100,"No",100
354801,100,"No",100
354800,100,"No",100
354799,100,"No",100
354808,100,"No",100
354807,100,"No",100
354806,100,"No",100
354805,100,"No",100
354804,100,"No",100
354813,100,"No",100
354812,100,"No",100
354811,100,"No",100
354810,100,"No",100
354809,100,"No",100
354818,100,"No",100
354817,100,"No",100
354816,100,"No",100
354815,100,"No",100
354814,100,"No",100
354824,100,"No",100
354823,100,"No",100
354822,100,"No",100
354821,100,"No",100
354819,100,"No",100
354831,100,"No",100
354829,100,"No",100
354827,100,"No",100
354826,100,"No",100
354825,100,"No",100
354839,100,"No",100
354838,100,"No",100
354836,100,"No",100
354835,100,"No",100
354832,100,"No",100
354845,100,"No",100
354844,100,"No",100
354842,100,"No",100
354841,100,"No",100
354840,100,"No",100
354853,100,"No",100
354852,100,"No",100
354850,100,"No",100
354848,100,"No",100
354847,100,"No",100
354861,100,"No",100
354860,100,"No",100
354858,100,"No",100
354857,100,"No",100
354854,100,"No",100
354868,100,"No",100
354867,100,"No",100
354866,100,"No",100
354865,100,"No",100
354864,100,"No",100
354874,100,"No",100
354873,100,"No",100
354871,100,"No",100
354870,100,"No",100
354869,100,"No",100
354881,100,"No",100
354880,100,"No",100
354879,100,"No",100
354876,100,"No",100
354875,100,"No",100
354886,100,"No",100
354885,100,"No",100
354884,100,"No",100
354883,100,"No",100
354882,100,"No",100
354891,100,"No",100
354890,100,"No",100
354889,100,"No",100
354888,100,"No",100
354887,100,"No",100
354898,100,"No",100
354897,100,"No",100
354894,100,"No",100
354893,100,"No",100
354892,100,"No",100
354906,100,"No",100
354904,100,"No",100
354903,100,"No",100
354901,100,"No",100
354900,100,"No",100
354911,100,"No",100
354910,100,"No",100
354909,100,"No",100
354908,100,"No",100
354907,100,"No",100
354917,100,"No",100
354915,100,"No",100
354914,100,"No",100
354913,100,"No",100
354912,100,"No",100
354925,100,"No",100
354924,100,"No",100
354923,100,"No",100
354919,100,"No",100
354918,100,"No",100
354930,100,"No",100
354929,100,"No",100
354928,100,"No",100
354927,100,"No",100
354926,100,"No",100
354936,100,"No",100
354935,100,"No",100
354934,100,"No",100
354933,100,"No",100
354931,100,"No",100
354942,100,"No",100
354941,100,"No",100
354940,100,"No",100
354939,100,"No",100
354938,100,"No",100
354948,100,"No",100
354947,100,"No",100
354946,100,"No",100
354945,100,"No",100
354944,100,"No",100
354953,100,"No",100
354952,100,"No",100
354951,100,"No",100
354950,100,"No",100
354949,100,"No",100
354958,100,"No",100
354957,100,"No",100
354956,100,"No",100
354955,100,"No",100
354954,100,"No",100
354965,100,"No",100
354964,100,"No",100
354962,100,"No",100
354961,100,"No",100
354959,100,"No",100
354972,100,"No",100
354971,100,"No",100
354970,100,"No",100
354968,100,"No",100
354966,100,"No",100
354977,100,"No",100
354976,100,"No",100
354975,100,"No",100
354974,100,"No",100
354973,100,"No",100
354983,100,"No",100
354982,100,"No",100
354981,100,"No",100
354979,100,"No",100
354978,100,"No",100
354990,100,"No",100
354988,100,"No",100
354987,100,"No",100
354986,100,"No",100
354985,100,"No",100
355002,100,"No",100
354999,100,"No",100
354995,100,"No",100
354994,100,"No",100
354992,100,"No",100
355008,100,"No",100
355007,33.33,"Sí",33
355006,100,"No",100
355004,100,"No",100
355003,100,"No",100
355014,100,"No",100
355013,100,"No",100
355012,100,"No",100
355010,100,"No",100
355009,100,"No",100
355021,100,"No",100
355020,100,"No",100
355019,100,"No",100
355018,100,"No",100
355015,100,"No",100
355029,100,"No",100
355028,100,"No",100
355027,100,"No",100
355026,100,"No",100
355024,100,"No",100
355036,100,"No",100
355035,100,"No",100
355034,100,"No",100
355033,100,"No",100
355032,100,"No",100
355048,100,"No",100
355043,100,"No",100
355041,100,"No",100
355039,100,"No",100
